Scenario,Product Details,Product Facts,Shark LLM Offer,Actual Offer
shark_tank_transcript_22_The Woobles.txt,"{'name': 'The Woobles', 'description': 'Fun, simple crochet kits designed to teach beginners how to crochet. Each kit includes step-by-step video tutorials and materials to create adorable characters like Pierre the penguin, Felix the fox, Fred the dino, and Sebastian the lion. The kits come with easy peasy yarn and a card containing a link and QR code to access online tutorials.', 'target_audience': ""Primarily adults buying for themselves, despite the product's perceived appeal to children.""}","{'sales': '$5.3 million since inception, $3.1 million year to date, projected $7 million for the current year', 'cost_to_make': '$3 landed cost', 'wholesale_price': '$15', 'retail_price': '$30', 'advertising_spend': '20% of revenue', 'customer_acquisition_cost': '$16 blended CAC', 'average_order_value': '$57 (about two kits)', 'gross_margin': '86%', 'net_margin': '32% lifetime, 38% year to date', 'sales_distribution': 'Over 90% direct to consumer via website'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":2000000,""Equity"":4.5,""Terms (if any)"":""1. Board seat for the investor to provide strategic guidance. 2. Milestone-based release of funds to ensure alignment with growth targets. 3. Right of first refusal on future funding rounds.""}}","{'investors': 'Mark Cuban and Lori Greiner', 'investment_amount': '$450,000', 'equity_taken': '6%'}"
shark_tank_transcript_22_Turbo Trusser.txt,"{'name': 'Turbo Trusser', 'function': 'A rapid trussing device used when cooking whole chickens and turkeys to keep the wings and legs close to the body, ensuring even cooking and juiciness.', 'materials': 'Food-grade stainless steel, dishwasher safe', 'made_in': 'USA', 'compatibility': 'Ovens, grills, smokers, roasters, rotisseries, deep fryers, air fryers', 'versions': 'Chicken Turbo Trusser and Turkey Turbo Trusser'}","{'units_sold': 11000, 'return_rate': 1, 'cost_to_make': 3.07, 'msrp': 14.99, 'sales': 90000, 'business_duration': '8.5 months', 'sales_distribution': {'website': '60%', 'distributors': '27%', 'stores': '75 stores'}, 'turkeys_consumed_annually': '87 million between Thanksgiving, Easter, and Christmas'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":500000,""Equity"":8,""Terms (if any)"":{""Liquidation Preference"":""1x"",""Board Seat"":""Yes"",""Milestone-based Tranches"":""Yes""}}}","{'shark': ""Kevin O'Leary (Chef Wonderful)"", 'amount': 100000, 'equity': '33%', 'additional_terms': '$1 royalty in perpetuity for every unit sold'}"
shark_tank_transcript_23_Create A Castle.txt,"{'name': 'Create A Castle', 'type': 'Split-mold sand castle kits', 'features': ['Revolutionary split-mold design', '10-inch cylinder for the base', 'Corbel for added intricacy', 'Stackable 6-inch piece for height', 'Ridge battlement brick form for towers', 'Window cutter for elegant windows'], 'usage': 'Allows users to build elaborate sand structures quickly and easily', 'seasonality': 'Works year-round, including in snow'}","{'sales_last_year': '$600,000', 'sales_this_year': '$3 million', 'profit_last_year': '-$100,000', 'profit_this_year': '$300,000', 'margins': '27% to 32%', 'patents': '12 worldwide', 'product_cost': {'small_kit': '$2 landed cost', 'pro_kit': '$9.45 landed cost'}, 'retail_price': {'small_kit': '$10', 'pro_kit': '$50'}, 'major_clients': ['Costco Canada', ""Sam's Club""]}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$2 million"",""Equity"":""8%"",""Terms (if any)"":""Additional 2% equity if revenue exceeds $10 million within the next 24 months.""}}","{'shark_investor': 'Kendra', 'amount': '$350,000', 'equity': '20%', 'additional_terms': 'Focus on omni-channel strategy to build the business'}"
shark_tank_transcript_23_Mama O's Premium Kimchi.txt,"{'product_name': ""Mama O's Premium Kimchi"", 'type': 'Kimchi (fermented Korean dish)', 'variants': ['Original', 'Vegan', 'Mild', 'Super Spicy'], 'additional_products': ['Kimchi paste', 'Kimchili hot sauce', 'Homemade kimchi kit'], 'unique_features': ['Authentic Korean mom recipe', 'Innovative packaging for freshness', 'First and most complete homemade kimchi kit', 'Reduces preparation time from 3 hours to less than 10 minutes'], 'health_benefits': ['Naturally fermented', 'Full of probiotics', 'Asian superfood'], 'usage': ['Pairs with Korean food', 'Goes well with hamburgers, hot dogs, mac and cheese']}","{'company_name': ""Mama O's Premium Kimchi"", 'location': 'New York City', 'founder': 'Kheedim Oh', 'key_people': ['Mama O (mother)', 'Amy (wife)'], 'distribution_channels': ['Whole Foods', 'Williams-Sonoma'], 'cost_to_make_kimchi': '$2.65 per bag', 'retail_price_kimchi': '$8.99 and up', 'cost_to_make_kit': '$8.25', 'wholesale_price_kit': '$20', 'last_year_sales': '$815,000', 'projected_sales_this_year': '$1,000,000', 'profit_margin': '25%'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$1,500,000"",""Equity"":""8%"",""Terms (if any)"":""Additional 2% equity if sales exceed $1,500,000 within the next 12 months.""}}","{'outcome': 'No deal', 'reason': 'Sharks were impressed by the story and product but felt the business was not investable due to lack of confidence in scaling and personal fit with the product.'}"
shark_tank_transcript_23_Pumpkin Glove Scraper.txt,"{'name': 'Pumpkin Glove Scraper', 'description': 'A game-changing solution for pumpkin carving that eliminates the sticky, slimy, cold, wet mess. The product includes a super-long glove that goes past the elbow and a powerful serrated scraper attached to the fingers to thoroughly scoop out pumpkin guts while keeping hands clean. The kit comes with sizes for kids and adults, an additional latex glove, and two kid-friendly knives.'}","{'sales_2021': '$58,000', 'units_sold_2021': '3,600', 'sales_2022': '$52,000', 'units_sold_2022': '6,400', 'cost_to_make': '$1.78 per adult/kid combo', 'retail_price': '$9.99 in stores, $12.99 to $15.99 online', 'patent_issued': 'June 15th', 'patent_filed': 'Halloween day in 2017', 'total_investment': '$850,000', 'entrepreneur_ownership': '70%', 'production_capacity': '6,500 units per day in China'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$1.2 million"",""Equity"":""12%"",""Terms (if any)"":{""Milestone-based funding"":""Release funds in tranches based on achieving specific sales and production targets."",""Board seat"":""Request one board seat to oversee strategic decisions."",""Liquidation preference"":""1.5x liquidation preference to ensure priority in returns."",""Anti-dilution protection"":""Include anti-dilution provisions to protect equity stake in future funding rounds.""}}}","{'outcome': 'No deal was made. All Sharks declined the offer due to concerns about the high valuation, inventory risks, and financial challenges.'}"
shark_tank_transcript_23_Stakt.txt,"{'name': 'Stakt', 'type': 'Foldable yoga mat', 'features': ['Unique foldable design', 'Acts as a standard yoga mat when fully unfolded', 'Twice as thick as standard mats', 'Can be folded for extra cushioning', 'Transforms into a block for various exercises', 'Comes with a carrying strap'], 'materials': 'EVA foam, non-toxic, non-porous', 'target_market': 'Premium segment of yoga mat industry'}","{'sales': '$110,000 in six and a half months', 'cost_to_produce': '$14.90 per mat', 'landing_cost': '$21.50 per mat', 'selling_price': '$86 per mat', 'investment': '$25,000 each from savings', 'valuation': '$400,000'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":200000,""Equity"":""7%"",""Terms (if any)"":{""Valuation"":""$2.86M (post-money)"",""Milestone-based tranches"":""Release funds in two tranches: $100,000 upfront and $100,000 upon achieving $300,000 in sales within the next 6 months."",""Board seat"":""Request a board observer seat to monitor progress and provide strategic guidance."",""Liquidation preference"":""1x liquidation preference to ensure capital protection.""}}}","{'shark_investor': 'Lori', 'offer': '$100,000 for 15% equity with a 75-cent royalty per unit sold until the $100,000 is recouped'}"
shark_tank_transcript_24_Storage Scholars.txt,"{'name': 'Storage Scholars', 'description': ""A service designed for college students to handle their move-out process. Students can create an account online, add their parents to oversee the order, and pay a $50 fully refundable deposit. The service provides boxes, tape, bubble wrap, and labels on campus the week before final exams. Students pack their belongings, lock their rooms, and go home. The company, in partnership with the university, unlocks the rooms once the campus is empty and moves everything into storage for the summer. All belongings are ready and waiting in the students' new rooms when they return the following semester. The moving is done by trained fellow students, creating high-paying jobs on campus.""}","{'number_of_colleges': 23, 'average_service_cost': 559, 'cost_per_service': 199, 'current_sales': 1826000, 'customers_at_wake_forest': 700, 'customers_at_smu': 269, 'founders_ages': [24, 23], 'equity_split': '70/30', 'total_moves': 3300, 'states_operating_in': 9, 'rating': 4.8}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":2000000,""Equity"":12,""Terms (if any)"":""Additional equity stake to account for potential risks and to increase upside potential. The investment will be structured in tranches based on achieving specific milestones such as expanding to 15 new colleges and increasing sales by 30% within the next 12 months.""}}","{'shark': 'Mark Cuban', 'amount': 250000, 'equity': 10, 'additional_terms': 'Mark Cuban emphasized the value he could bring through his connections and platform, which would help the company expand to new schools and grow faster.'}"
shark_tank_transcript_24_Woosh.txt,"{'name': 'Woosh', 'type': 'Smart air filter', 'components': 'Made of two parts: a filter and a reusable frame', 'features': ['Connects to Wi-Fi', 'Integrated sensors track filter performance', ""Sends notifications when it's time to change the filter"", 'Produces less waste than traditional cardboard filters'], 'integration': 'Integrates with smart thermostats to transform HVAC systems into smart air purifiers'}","{'raised_funds': '$62,000 two months ago', 'partnership': 'Signed first partnership with Emerson, a Fortune 200, 130-year-old HVAC giant', 'product_price': '$99 for frame and filter, $20 for replacement filter', 'margin': '33% margin on filters', 'patents': 'Patents pending'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$1,500,000"",""Equity"":""8%"",""Terms (if any)"":""Additional 2% equity if revenue targets are met within 18 months.""}}","{'investor': ""Kevin O'Leary (Mr. Wonderful)"", 'amount': '$500,000', 'equity': '10%', 'royalty': '50 cents per filter in perpetuity'}"
shark_tank_transcript_25_Bridal Babes.txt,"{'product_name': 'Bridal Babes', 'description': 'Bridal Babes is a bridal fashion company specializing in multi-cultural women and women with curves. They offer curve-hugging and attractive bridesmaid dresses in inclusive sizing and a wide range of shades that pop on all skin tones. The company provides two collections: the Classic Collection (average cost $44.05) and the Luxe Collection (average cost $228). The dresses are made with a stretchy fabric that drapes curves beautifully and reduces returns. Customers can shop through live virtual consultations and a thriving social media community.'}","{'lifetime_sales': '$2 million', 'year_to_date_sales': '$850,000', 'year_one_sales': '$30,000 (2019)', 'year_two_sales': '$200,000', 'year_three_sales': '$950,000', 'projected_sales_current_year': '$1.2 million', 'profit_last_year': '$20,000', 'advertising_spend': '30% of revenue', 'instagram_followers': '90,000', 'tiktok_followers': '60,000', 'inclusive_sizing': 'Sizes 2 through 26 (ready to ship), sizes 26 to 32 (special order)', 'dress_production_time': '2 to 3 weeks', 'number_of_full_time_employees': '2', 'contractor': '1 (seasonal)'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$1.5 million"",""Equity"":""12%"",""Terms (if any)"":""First right of refusal on future funding rounds, board observer seat, and a 2x liquidation preference.""}}","{'shark_investor': 'Emma', 'amount': '$250,000', 'equity': '20%'}"
shark_tank_transcript_25_Plufl.txt,"{'name': 'Plufl', 'description': 'A dog bed specifically designed for humans, featuring soft pillow borders, plush faux fur, and high-grade orthopedic memory foam to maximize comfort and support.', 'unique_selling_point': 'Allows users to nap comfortably anywhere, inspired by the comfort of dog beds.'}","{'sales': '$280,000 in 30 days on Kickstarter, $130,000 in sales since', 'price': '$399', 'cost_to_make': '$140', 'delivery_time': 'Late November to early December', 'units_produced': '1,200 units', 'production_time': '2 months to make and 2 months to ship out', 'patent_status': 'Provisional patent filed, working on utility and design patents', 'trademark_status': ""Trademark filed for name and phrase 'the dog bed for humans'""}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":1500000,""Equity"":12,""Terms (if any)"":""Additional equity to account for the high-risk nature of scaling production and marketing efforts. A clause for first right of refusal on future funding rounds.""}}","{'amount': '$200,000', 'equity': '20%', 'investors': 'Mark and Lori'}"
shark_tank_transcript_26_Collars & Co..txt,"{'name': 'Collars & Co.', 'description': 'A dress collar polo that is a stretchy, comfortable golf shirt with a firm collar, designed to give the look of a dress shirt while being as comfortable as a polo. It is suitable for wearing with a tie, under a blazer, with a sweater, or for a slightly more elevated casual look. The product comes in four different collar styles and is made of a stretchy, lightweight, and breathable material.'}","{'sales': '92,000 shirts sold for $5.4 million', 'profit_margin': '20% net', 'cost_to_make': '$15 landed cost', 'selling_price': '$65 to $75', 'growth_rate': '28% a month', 'projected_sales': '$10 million in sales this year', 'EBITDA': '20%', 'profit': '$1 million over $5 million'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":2000000,""Equity"":8,""Terms (if any)"":""Additional 2% equity stake if the company achieves $50 million valuation within 3 years.""}}","{'amount': '$300,000 in equity and a $700,000 line of credit', 'equity': '10%', 'investors': 'Mark Cuban and Peter Jones', 'additional_terms': 'Market rate interest on the line of credit, with repayment starting the minute the company gets paid by its customers.'}"
shark_tank_transcript_26_SquareOne.txt,"{'name': 'SquareOne', 'description': ""The world's most efficient mini keg, designed to be portable and space-efficient. It holds 128 ounces (equivalent to two growlers or eight pints), allowing users to bring their favorite drinks on tap anywhere. It operates using CO2 or nitrogen cartridges and is designed for both home and potential commercial use. The product is also being developed to support wine with a different gas (argon) and a specialized wine spout.""}","{'units_sold': 'Over 4,000 units', 'lifetime_sales': 'Over $1.4 million', 'retail_price': '$259', 'cost_to_make': '$130', 'manufacturing_location': 'Washington state', 'current_sales_trend': 'On track to do over $200,000 this month in sales', 'profitability': 'First profitable month expected soon, on track for 15% net profit this year'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":1500000,""Equity"":12,""Terms (if any)"":""Additional 2% equity for a board seat and quarterly performance reviews to ensure alignment on growth milestones.""}}","{'shark': ""Kevin O'Leary (Mr. Wonderful)"", 'amount': '$300,000', 'equity': '20%', 'terms': ""Kevin emphasized his ability to help scale the product online and direct-to-consumer, which aligned with Tim's vision. Despite initial negotiations for 15%, Kevin held firm at 20% equity.""}"
shark_tank_transcript_27_Boarderie.txt,"{'name': 'Boarderie', 'description': 'Boarderie is the first company shipping completely pre-assembled catering-quality cheese and charcuterie boards nationwide. The boards are shipped prearranged, requiring minimal effort to set up. Customers simply remove the board from its packaging, pour nuts into designated spots, and have a chef-quality display in minutes. The product comes in small, medium, and large sizes and is made in an assembly line for efficiency.'}","{'production_capacity': 'Up to 3,000 boards per day', 'facility_size': '15,000-square-foot production kitchen in Florida', 'production_cost': '$91 per board', 'wholesale_price': '$154 per board', 'retail_price': '$229 per board (including shipping)', 'sales_last_year': '$1.8 million', 'projected_sales_this_year': '$4 million', 'projected_profit_this_year': '$400,000', 'customer_acquisition_cost': '$40 to $60', 'total_investment': '$2 million', 'production_facility_capacity': '$70 million+ potential revenue'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$2 million"",""Equity"":""12%"",""Terms (if any)"":""1. A seat on the board of directors for the investor. 2. A 2x liquidation preference to ensure the investor recoups their investment before other equity holders in the event of a sale. 3. A performance-based equity milestone where an additional 2% equity is granted if the company achieves $10 million in revenue within the next 18 months.""}}","{'shark': 'Lori Greiner', 'amount': '$300,000', 'equity': '9%', 'additional_terms': 'Lori also offered her expertise in direct-to-consumer strategies and her successful track record in consumable gifting.'}"
shark_tank_transcript_27_Ride FRSH.txt,"{'name': 'Ride FRSH', 'type': 'Subscription-based car air freshener brand', 'features': ['Unique scents and designs', 'Traditional and nontraditional scents', 'Cool factor added to air fresheners', 'Subscription model with convenience factor'], 'scents': ['Woodgrain', 'Eucalyptus', 'Basketball team-themed scents'], 'pricing': {'base_subscription': '$8.25 per month (two air fresheners with shipping)', 'highest_subscription': '$10.99 per month'}}","{'sales_last_year': '$540,000', 'profit_last_year': '$40,000', 'sales_this_year': 'over $750,000', 'total_sales': '$1.1 million in three years', 'cost_per_unit': '38 cents', 'market_size': '$300 million in the United States, $11 billion worldwide', 'subscription_cancellation_rate': 'about four months', 'retail_deal': '2,000 locations with AutoZone, $2.1 million in merchandise'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$2 million"",""Equity"":""15%"",""Terms (if any)"":""1. Include a board seat for the investor to oversee strategic decisions. 2. Implement a performance-based equity release tied to achieving $5 million in annual revenue within the next 3 years. 3. Provide a 2x liquidation preference to ensure investor protection.""}}","{'shark': 'Barbara Corcoran', 'amount': '$200,000', 'equity': '20% of the company', 'conditions': ['Contingent on securing the AutoZone and other retail deals']}"
shark_tank_transcript_28_ShredSkinz.txt,"{'name': 'ShredSkinz', 'type': 'Single-use sauna suit', 'material': 'Eco-friendly oxo-degradable plastic, transitioning to a newly-developed resin', 'features': {'elastic_waist_and_wrists': 'Yes', 'drawstring_hood': 'Yes', 'purpose': 'Traps heat, minimizes warm-up time, maximizes workout time, promotes sweating'}, 'target_market': {'primary': 'Athletes and fighters (for weight management)', 'secondary': 'Women (for water weight loss)'}, 'unique_selling_point': 'First and only single-use sauna suit on the market, convenient and eco-conscious'}","{'sales': {'initial_sales': '$15,000 in two months (October 2020)', 'Q1_sales_next_year': '$190,000', 'current_year_sales': 'Over $100,000 year-to-date, projected $250,000 for the year', 'last_month_revenue': '$23,000', 'profit_last_month': '$5,000'}, 'inventory': {'current_inventory_value': '$35,000', 'total_inventory_purchased': '$80,000', 'cost_per_5_pack': '$4.17', 'selling_price_per_5_pack': '$19.99', 'minimum_order_size': '10,000 units at $0.55 per unit'}, 'debt': {'partner_equity': '$25,000 for 25% equity', 'business_loan': '$100,000'}, 'social_media': {'tiktok_views': 'Average 1 million views per week', 'biggest_tiktok_video': '16-17 million views'}}",Invalid JSON Format,"{'investor': 'Mark Cuban', 'amount': '$60,000', 'equity': '20%', 'additional_terms': 'Mark offered guidance on manufacturing and inventory management.'}"
shark_tank_transcript_29_ChessUp.txt,"{'name': 'ChessUp', 'features': ['Built-in AI with six levels of assistance', 'Teaches how to play chess', 'Patented artificial intelligence trainer', 'Allows playing with a buddy remotely with moves lighting up on the board', 'Supports fast formats like bullet and blitz games', 'Automatic clock for time tracking', 'Connects with online chess platforms for physical board play'], 'unique_selling_points': ['Tactile feel of a physical board', 'Learning element integrated into gameplay', 'Family experience missing in online platforms']}","{'full_retail_price': '$399', 'landed_cost': '$120', 'kickstarter_raised': '$1.7 million in 39 days', 'sales_this_year': '$1.4 million', 'debt': '$392,000 with a 3.92% royalty on sales until 1.5 times return', 'manufacturing_location': 'Shenzhen', 'patents': 'Over 20 patents between founders', 'lifetime_revenue_from_previous_projects': 'Over $1 billion'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$2 million"",""Equity"":""12%"",""Terms (if any)"":""1. A board seat for the investor to oversee strategic decisions. 2. A 2x liquidation preference to ensure priority in returns. 3. Milestone-based funding release tied to production scaling and sales targets.""}}","{'investment': '$300,000', 'equity': '5%', 'additional_terms': '3% royalty on every sale until $450,000 is paid back (1.5 times the investment)'}"
shark_tank_transcript_29_ZipString.txt,"{'name': 'ZipString', 'description': ""A toy that follows the user's movements with a string that flies around at 35 miles per hour, yet is safe to the touch. It can perform various tricks such as 'the swirl', 'the corkscrew', 'the step-through', 'the pop', and 'the portal'. It glides around smooth objects and has gained significant popularity and exposure.""}","{'string_speed': '35 miles per hour', 'units_sold': 'over 10,000', 'price_per_unit': '$25', 'cost_to_make': '$6.35', 'potential_reduced_cost': '$5.87', 'total_sales': '$277,000', 'social_media_views': 'over 200 million', 'countries_available': 'over 50', 'walmart_canada_price': '$14.97'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":2500000,""Equity"":12,""Terms (if any)"":""Additional equity to account for potential risks and to ensure a higher return on investment. The investment will be structured in tranches based on achieving specific milestones such as production scaling and market expansion.""}}","{'investment': '$100,000', 'equity': '20%', 'sharks_involved': ""Kevin O'Leary and Robert Herjavec""}"
shark_tank_transcript_2_Prime 6.txt,"{'name': 'Prime 6', 'type': 'Eco-friendly, sustainable charcoal', 'material': '100% sustainable, all-natural, made from repurposed sawdust', 'features': ['Hexagon shape for even heat distribution', 'Burns longer and hotter than traditional charcoal', 'Reusable and self-consuming, leaving low to no ash', 'Chemical-free and no additives'], 'target_market': 'Outdoor cooking enthusiasts, eco-conscious consumers'}","{'sales': 'Over $300,000 in sales in the first 12 months', 'cost_to_make': '$3.39 per 9-pound product', 'retail_price': '$18.99 for a 9-pound product', 'burn_time': '4 to 8 hours', 'patent_status': 'Provisional patent, design patent, and patent pending on hexagon packaging', 'sustainability_commitment': 'Buy one, plant one tree with One Tree Planted at $1 per tree'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$2 million"",""Equity"":""8%"",""Terms (if any)"":""1. A board seat for the investor to ensure strategic oversight. 2. A performance-based milestone release of additional 2% equity if sales exceed $1.5 million in the next 12 months. 3. First right of refusal on future funding rounds.""}}","{'investor': ""Kevin O'Leary (Mr. Wonderful)"", 'amount': '$200,000', 'equity': '25%', 'terms': ""Focus on direct-to-customer sales and leveraging Kevin's expertise and channels""}"
shark_tank_transcript_30_Eat Your Flowers.txt,"{'name': 'Eat Your Flowers', 'description': 'A dessert brand that creates bespoke, hand-decorated baked goods using edible botanicals such as calendula, marigolds, chamomile, and butterfly blue pea flowers. Products include flower-press shortbread cookies, key lime pies, chocolate bars, edible pressed flowers, and edible flower-fetti for decorating and sprinkling on various dishes.', 'unique_selling_point': 'Combines the beauty of flowers with delicious baked goods, creating edible works of art.'}","{'lifetime_sales': '$2.2 million', '2020_sales': '$430,000', '2021_sales': '$750,000', '2022_projected_sales': '$1 million', 'profit_last_year': '$330,000', 'cost_per_box_of_cookies': '$7.50', 'selling_price_per_box_of_cookies': '$50', 'product_features': ['gluten-free', 'vegan', 'naturally colored and flavored']}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$1.5 million"",""Equity"":""12%"",""Terms (if any)"":{""Milestone-based funding"":""Release funds in tranches tied to achieving specific revenue and growth targets."",""Board seat"":""Request a board seat to actively participate in strategic decisions."",""Liquidation preference"":""1.5x liquidation preference to ensure priority in returns."",""Anti-dilution protection"":""Include anti-dilution provisions to protect equity stake in future funding rounds.""}}}","{'shark_investor': 'Barbara', 'amount': '$250,000', 'equity': '15%', 'terms': 'Barbara will provide mentorship and help with hiring an operations manager, focusing on keeping the brand premium and scaling the business.'}"
shark_tank_transcript_30_Foam Party Hats.txt,"{'name': 'Surf Band Pro', 'functionality': 'A wristband that dispenses sunscreen with a push of a button, designed for active individuals who need protection from the sun, sharks, and drowning risks.', 'unique_features': 'Patented valve technology that allows sunscreen to be dispensed without leaking, inspired by the airtight mechanism of a pen.'}","{'investment_asked': '$150,000 for 10% equity', 'sales': 'Sold about 200 units', 'cost_to_make': '$5 per unit', 'wholesale_price': '$9.95', 'online_price': '$19.95', 'total_investment': '$150,000', 'patent_status': 'Patented, including a unique valve design'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":150000,""Equity"":10,""Terms (if any)"":""Milestone-based funding release: 50% upfront, 25% upon achieving 500 units sold, and 25% upon securing a major retail partnership. Additional 2% equity if revenue exceeds $1M within 12 months.""}}","{'outcome': ""No deal was made. All Sharks decided to opt out due to concerns about the product's marketability and the competitive nature of the sunscreen market.""}"
shark_tank_transcript_31_Flated.txt,"{'name': 'Flated', 'type': 'Rigid inflatable Air-Carrier, Air-Topper, and Air-Deck', 'features': [""Maximizes vehicle's recreational potential"", 'Minimizes space when not in use', 'Lighter than metal, plastic, or fiberglass alternatives', 'Installable without tools', 'Stores in a backpack when deflated'], 'material': 'Drop stitch inflatable technology', 'use_case': 'Creating usable space in automobiles when needed and saving space when not in use'}","{'valuation': '$7 million', 'year_to_date_sales': '$277,000', 'projected_sales_for_year': '$600,000', 'cost_to_make_topper': '$740', 'selling_price_of_topper': '$1,800', 'selling_price_of_beds': '$550 to $699', 'percentage_of_sales_from_toppers': '80%', 'amount_raised': '$500,000', 'personal_investment': '$200 each', 'purchase_order_from_national_retailer': 'over $100,000'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$1.5 million"",""Equity"":""20%"",""Terms (if any)"":{""Liquidation Preference"":""1x"",""Board Seat"":""1 seat"",""Milestone-based Tranches"":""Release 50% upfront, 25% upon achieving $1M in sales, 25% upon securing 3 additional national retail partnerships""}}}","{'investor': 'Daymond John', 'amount_offered': '$350,000', 'terms': '8% royalty on every unit sold until the investment is recouped, then reduced to 5%', 'entrepreneur_counter_offer': '7% royalty until investment is recouped, then reduced to 4%', 'final_agreement': ""Accepted Daymond John's original offer of 8% royalty until investment is recouped, then reduced to 5%""}"
shark_tank_transcript_31_Pluie.txt,"{'name': 'Pluie', 'description': ""The world's first and only self-sanitizing diaper changing table for public restrooms. Features a patented UV-C light system that sanitizes the entire surface, eliminating 99.9% of harmful bacteria and viruses within 60 seconds. Includes multipurpose handles to keep diaper bags off the restroom floor and hands free for changing diapers or catching items like pacifiers.""}","{'locations': 'Currently in 11 large national accounts including CVS, Equinox, Old Navy, Topgolf, Costco, Simon Property Group, Westfield, Jamestown, Graduate Hotel Group, LEGOLAND Peppa Pig Theme Park, and some stadiums.', 'units_sold': 'About 300 units sold.', 'price_per_unit': '$2,699 per unit.', 'cost_to_make': '$1,312 per unit.', 'revenue': '$150,000 in revenue booked this year.', 'cash_in_bank': '$1.4 million.', 'orders_waiting': 'About $550,000 in revenue from orders waiting to be delivered.', 'loss_last_year': 'Lost about $1 million last year.', 'projected_loss_this_year': 'Will lose about $500,000 this year.'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$2.5 million"",""Equity"":""8%"",""Terms (if any)"":{""Valuation"":""$25 million pre-money"",""Use of Funds"":{""Manufacturing"":""40%"",""Sales and Marketing"":""30%"",""Product Development"":""20%"",""Operations"":""10%""},""Additional Terms"":""Include a board seat for the investor and a 2x liquidation preference to ensure downside protection.""}}}","{'outcome': 'No deal was made. All Sharks opted out due to concerns about the high price point, the business-to-business sales cycle, and the current valuation of the company.'}"
shark_tank_transcript_31_Sweetkiwi.txt,"{'name': 'Sweetkiwi', 'type': 'Whipped Greek frozen yogurt', 'features': ['Low in calories', 'Nutrient-dense ingredients', 'Supports gut health and wellness', 'Made with real milk', 'Contains prebiotic fiber, probiotics, and superfoods'], 'flavors': ['Vanilla Bean', 'Cookies & Cream', 'Chocolate Hazelnut', 'Raspberry Frozé', 'Hibiscus & Ginger', 'Mango Mojito']}","{'lifetime_revenue': '$2 million', 'current_year_sales': '$650,000 (on track for $1.2 million to $1.4 million by year-end)', 'stores': '1,700 stores (including Whole Foods, Walmart, and Kroger)', 'cost_of_goods_sold': '$2.25 per unit (goal to reduce to $2.20)', 'wholesale_price': '$4.20 per unit', 'retail_price': '$4.97 to $6.99 per unit', 'protein_per_pint': '22 grams', 'total_sugars_per_pint': '35 to 40 grams', 'ingredients': 'Real milk from smallholder family-owned farms, prebiotic fiber, gut-healthy probiotics, immunity-boosting superfoods'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":""$2 million"",""Equity"":""12%"",""Terms (if any)"":{""Liquidation Preference"":""1x"",""Board Seat"":""1 seat for the investor"",""Milestone-based Tranches"":""Funds to be released in tranches based on achieving specific sales and market expansion targets""}}}","{'investor': 'Robert', 'amount': '$250,000', 'equity': '16%'}"
shark_tank_transcript_31_Woof.txt,"{'name': 'Woof', 'type': 'Safety app for pets', 'functionality': ""Utilizes a geolocation timer linked to the user's home address. The timer starts when the user leaves home and stops upon return. If the timer expires before the user returns, the app initiates a support structure to ensure the pet's well-being, including contacting the user, emergency contacts, and initiating a wellness check with local authorities if necessary.""}","{'percentage_of_american_households_with_pets': '70%', 'app_downloads': '317', 'subscriptions': '102', 'marketing_spent': '$2,400', 'monthly_cost_to_run_woof': 'less than $100', 'pricing': '$2.99 a month or $29.99 a year'}","{""decision to invest"":""Yes"",""final_offer (if any)"":{""Amount"":500000,""Equity"":""12%"",""Terms (if any)"":""Additional 2% equity to be granted if the company achieves 10,000 active subscriptions within 12 months of investment.""}}","{'outcome': ""No deal was made. All Sharks decided to opt out due to concerns over the scalability of the business, the commonality of the app's name, and the niche market it serves.""}"
